object_id;description;well_covering_project_code;result_timestamp;water_level;water_level_unit
5361027;PB1.02;215231;2-6-2021 08:27;-1.156;m (NAP)
5361027;PB1.02;215231;2-6-2021 08:28;-1.155;m (NAP)
5361027;PB1.02;215231;2-6-2021 08:29;-1.161;m (NAP)
5361027;PB1.02;215231;2-6-2021 08:30;-1.156;m (NAP)
5361027;PB1.02;215231;2-6-2021 08:31;-1.157;m (NAP)
5361027;PB1.02;215231;2-6-2021 08:32;-1.155;m (NAP)
5361027;PB1.02;215231;2-6-2021 08:33;-1.156;m (NAP)
5361027;PB1.02;215231;2-6-2021 08:34;-1.157;m (NAP)
5361027;PB1.02;215231;2-6-2021 09:25;-1.152;m (NAP)
5361027;PB1.02;215231;2-6-2021 10:25;-1.153;m (NAP)
5361027;PB1.02;215231;2-6-2021 11:25;-1.154;m (NAP)
5361027;PB1.02;215231;2-6-2021 12:25;-1.152;m (NAP)
5361027;PB1.02;215231;2-6-2021 13:25;-1.156;m (NAP)
5361027;PB1.02;215231;2-6-2021 14:25;-1.156;m (NAP)
5361027;PB1.02;215231;2-6-2021 15:25;-1.158;m (NAP)
5361027;PB1.02;215231;2-6-2021 16:25;-1.159;m (NAP)
5361027;PB1.02;215231;2-6-2021 17:25;-1.157;m (NAP)
5361027;PB1.02;215231;2-6-2021 18:25;-1.159;m (NAP)
5361027;PB1.02;215231;2-6-2021 19:25;-1.157;m (NAP)
5361027;PB1.02;215231;2-6-2021 20:25;-1.155;m (NAP)
5361027;PB1.02;215231;2-6-2021 21:25;-1.154;m (NAP)
5361027;PB1.02;215231;2-6-2021 22:25;-1.156;m (NAP)
5361027;PB1.02;215231;2-6-2021 23:25;-1.158;m (NAP)
5361027;PB1.02;215231;3-6-2021 00:25;-1.154;m (NAP)
5361027;PB1.02;215231;3-6-2021 01:25;-1.161;m (NAP)
5361027;PB1.02;215231;3-6-2021 02:25;-1.161;m (NAP)
5361027;PB1.02;215231;3-6-2021 03:25;-1.159;m (NAP)
5361027;PB1.02;215231;3-6-2021 04:25;-1.162;m (NAP)
5361027;PB1.02;215231;3-6-2021 05:25;-1.162;m (NAP)
5361027;PB1.02;215231;3-6-2021 06:25;-1.161;m (NAP)
5361027;PB1.02;215231;3-6-2021 07:25;-1.161;m (NAP)
5361027;PB1.02;215231;3-6-2021 08:25;-1.164;m (NAP)
5361027;PB1.02;215231;3-6-2021 09:25;-1.161;m (NAP)
5361027;PB1.02;215231;3-6-2021 10:25;-1.162;m (NAP)
5361027;PB1.02;215231;3-6-2021 11:25;-1.161;m (NAP)
5361027;PB1.02;215231;3-6-2021 12:25;-1.164;m (NAP)
5361027;PB1.02;215231;3-6-2021 13:25;-1.162;m (NAP)
5361027;PB1.02;215231;3-6-2021 14:25;-1.164;m (NAP)
5361027;PB1.02;215231;3-6-2021 15:25;-1.163;m (NAP)
5361027;PB1.02;215231;3-6-2021 16:25;-1.164;m (NAP)
5361027;PB1.02;215231;3-6-2021 17:25;-1.168;m (NAP)
5361027;PB1.02;215231;3-6-2021 18:25;-1.166;m (NAP)
5361027;PB1.02;215231;3-6-2021 19:25;-1.165;m (NAP)
5361027;PB1.02;215231;3-6-2021 20:25;-1.169;m (NAP)
5361027;PB1.02;215231;3-6-2021 21:25;-1.166;m (NAP)
5361027;PB1.02;215231;3-6-2021 22:25;-1.168;m (NAP)
5361027;PB1.02;215231;3-6-2021 23:25;-1.163;m (NAP)
5361027;PB1.02;215231;4-6-2021 00:25;-1.167;m (NAP)
5361027;PB1.02;215231;4-6-2021 01:25;-1.166;m (NAP)
5361027;PB1.02;215231;4-6-2021 02:25;-1.166;m (NAP)
5361027;PB1.02;215231;4-6-2021 03:25;-1.171;m (NAP)
5361027;PB1.02;215231;4-6-2021 04:25;-1.17;m (NAP)
5361027;PB1.02;215231;4-6-2021 05:25;-1.17;m (NAP)
5361027;PB1.02;215231;4-6-2021 06:25;-1.171;m (NAP)
5361027;PB1.02;215231;4-6-2021 07:25;-1.169;m (NAP)
5361027;PB1.02;215231;4-6-2021 08:25;-1.17;m (NAP)
5361027;PB1.02;215231;4-6-2021 09:25;-1.168;m (NAP)
5361027;PB1.02;215231;4-6-2021 10:25;-1.169;m (NAP)
5361027;PB1.02;215231;4-6-2021 11:25;-1.163;m (NAP)
