object_id;description;well_covering_project_code;result_timestamp;water_level;water_level_unit
5391988;PB1.10;215231;30-12-2021 10:17;-0.752;m (NAP)
5391988;PB1.10;215231;30-12-2021 10:18;-0.751;m (NAP)
5391988;PB1.10;215231;30-12-2021 10:19;-0.75;m (NAP)
5391988;PB1.10;215231;30-12-2021 10:20;-0.751;m (NAP)
5391988;PB1.10;215231;30-12-2021 10:21;-0.75;m (NAP)
5391988;PB1.10;215231;30-12-2021 10:22;-0.751;m (NAP)
5391988;PB1.10;215231;30-12-2021 10:23;-0.752;m (NAP)
5391988;PB1.10;215231;30-12-2021 10:24;-0.752;m (NAP)
5391988;PB1.10;215231;30-12-2021 11:14;-0.751;m (NAP)
5391988;PB1.10;215231;30-12-2021 12:14;-0.746;m (NAP)
5391988;PB1.10;215231;30-12-2021 13:14;-0.747;m (NAP)
5391988;PB1.10;215231;30-12-2021 14:14;-0.75;m (NAP)
5391988;PB1.10;215231;30-12-2021 15:14;-0.752;m (NAP)
5391988;PB1.10;215231;30-12-2021 16:14;-0.751;m (NAP)
5391988;PB1.10;215231;30-12-2021 17:14;-0.753;m (NAP)
5391988;PB1.10;215231;30-12-2021 18:14;-0.748;m (NAP)
5391988;PB1.10;215231;30-12-2021 19:14;-0.745;m (NAP)
5391988;PB1.10;215231;30-12-2021 20:14;-0.759;m (NAP)
5391988;PB1.10;215231;30-12-2021 21:14;-0.753;m (NAP)
5391988;PB1.10;215231;30-12-2021 22:14;-0.753;m (NAP)
5391988;PB1.10;215231;30-12-2021 23:14;-0.751;m (NAP)
5391988;PB1.10;215231;31-12-2021 00:14;-0.753;m (NAP)
5391988;PB1.10;215231;31-12-2021 01:14;-0.752;m (NAP)
5391988;PB1.10;215231;31-12-2021 02:14;-0.755;m (NAP)
5391988;PB1.10;215231;31-12-2021 03:14;-0.755;m (NAP)
5391988;PB1.10;215231;31-12-2021 04:14;-0.757;m (NAP)
5391988;PB1.10;215231;31-12-2021 05:14;-0.756;m (NAP)
5391988;PB1.10;215231;31-12-2021 06:14;-0.751;m (NAP)
5391988;PB1.10;215231;31-12-2021 07:14;-0.754;m (NAP)
5391988;PB1.10;215231;31-12-2021 08:14;-0.76;m (NAP)
5391988;PB1.10;215231;31-12-2021 09:14;-0.753;m (NAP)
5391988;PB1.10;215231;31-12-2021 10:14;-0.756;m (NAP)
5391988;PB1.10;215231;31-12-2021 11:14;-0.762;m (NAP)
5391988;PB1.10;215231;31-12-2021 12:14;-0.753;m (NAP)
5391988;PB1.10;215231;31-12-2021 13:14;-0.754;m (NAP)
5391988;PB1.10;215231;31-12-2021 14:14;-0.758;m (NAP)
5391988;PB1.10;215231;31-12-2021 15:14;-0.759;m (NAP)
5391988;PB1.10;215231;31-12-2021 16:14;-0.763;m (NAP)
5391988;PB1.10;215231;31-12-2021 17:14;-0.763;m (NAP)
5391988;PB1.10;215231;31-12-2021 18:14;-0.769;m (NAP)
5391988;PB1.10;215231;31-12-2021 19:14;-0.767;m (NAP)
5391988;PB1.10;215231;31-12-2021 20:14;-0.766;m (NAP)
5391988;PB1.10;215231;31-12-2021 21:14;-0.772;m (NAP)
5391988;PB1.10;215231;31-12-2021 22:14;-0.769;m (NAP)
5391988;PB1.10;215231;31-12-2021 23:14;-0.771;m (NAP)
5391988;PB1.10;215231;1-1-2022 00:14;-0.77;m (NAP)
5391988;PB1.10;215231;1-1-2022 01:14;-0.773;m (NAP)
5391988;PB1.10;215231;1-1-2022 02:14;-0.775;m (NAP)
5391988;PB1.10;215231;1-1-2022 03:14;-0.775;m (NAP)
5391988;PB1.10;215231;1-1-2022 04:14;-0.777;m (NAP)
5391988;PB1.10;215231;1-1-2022 05:14;-0.775;m (NAP)
5391988;PB1.10;215231;1-1-2022 06:14;-0.774;m (NAP)
5391988;PB1.10;215231;1-1-2022 07:14;-0.778;m (NAP)
5391988;PB1.10;215231;1-1-2022 08:14;-0.776;m (NAP)
5391988;PB1.10;215231;1-1-2022 09:14;-0.778;m (NAP)
5391988;PB1.10;215231;1-1-2022 10:14;-0.776;m (NAP)
5391988;PB1.10;215231;1-1-2022 11:14;-0.778;m (NAP)
5391988;PB1.10;215231;1-1-2022 12:14;-0.778;m (NAP)
5391988;PB1.10;215231;1-1-2022 13:14;-0.778;m (NAP)
5391988;PB1.10;215231;1-1-2022 14:14;-0.781;m (NAP)
5391988;PB1.10;215231;1-1-2022 15:14;-0.782;m (NAP)
5391988;PB1.10;215231;1-1-2022 16:14;-0.778;m (NAP)
5391988;PB1.10;215231;1-1-2022 17:14;-0.782;m (NAP)
5391988;PB1.10;215231;1-1-2022 18:14;-0.782;m (NAP)
5391988;PB1.10;215231;1-1-2022 19:14;-0.783;m (NAP)
5391988;PB1.10;215231;1-1-2022 20:14;-0.777;m (NAP)
5391988;PB1.10;215231;1-1-2022 21:14;-0.782;m (NAP)
5391988;PB1.10;215231;1-1-2022 22:14;-0.784;m (NAP)
5391988;PB1.10;215231;1-1-2022 23:14;-0.785;m (NAP)
5391988;PB1.10;215231;2-1-2022 00:14;-0.78;m (NAP)
5391988;PB1.10;215231;2-1-2022 01:14;-0.78;m (NAP)
5391988;PB1.10;215231;2-1-2022 02:14;-0.784;m (NAP)
5391988;PB1.10;215231;2-1-2022 03:14;-0.775;m (NAP)
5391988;PB1.10;215231;2-1-2022 04:14;-0.78;m (NAP)
5391988;PB1.10;215231;2-1-2022 05:14;-0.777;m (NAP)
5391988;PB1.10;215231;2-1-2022 06:14;-0.774;m (NAP)
5391988;PB1.10;215231;2-1-2022 07:14;-0.778;m (NAP)
5391988;PB1.10;215231;2-1-2022 08:14;-0.776;m (NAP)
5391988;PB1.10;215231;2-1-2022 09:14;-0.774;m (NAP)
5391988;PB1.10;215231;2-1-2022 10:14;-0.777;m (NAP)
5391988;PB1.10;215231;2-1-2022 11:14;-0.778;m (NAP)
5391988;PB1.10;215231;2-1-2022 12:14;-0.781;m (NAP)
5391988;PB1.10;215231;2-1-2022 13:14;-0.782;m (NAP)
5391988;PB1.10;215231;2-1-2022 14:14;-0.783;m (NAP)
5391988;PB1.10;215231;2-1-2022 15:14;-0.785;m (NAP)
5391988;PB1.10;215231;2-1-2022 16:14;-0.785;m (NAP)
5391988;PB1.10;215231;2-1-2022 17:14;-0.788;m (NAP)
5391988;PB1.10;215231;2-1-2022 18:14;-0.784;m (NAP)
