# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
"# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result, these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>."
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 257         4.603       52.506      8.50        Wijk aan Zee
# RH        : Uursom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Hourly precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
# STN,YYYYMMDD,H,   RH
  257,20211113,   20,    0
  257,20211113,   21,    0
  257,20211113,   22,    0
  257,20211113,   23,    0
  257,20211113,   24,    0
  257,20211114,    1,    0
  257,20211114,    2,    0
  257,20211114,    3,    0
  257,20211114,    4,   -1
  257,20211114,    5,    1
  257,20211114,    6,    2
  257,20211114,    7,   -1
  257,20211114,    8,    0
  257,20211114,    9,    0
  257,20211114,   10,    0
  257,20211114,   11,    0
  257,20211114,   12,    0
  257,20211114,   13,    0
  257,20211114,   14,    0
  257,20211114,   15,    0
  257,20211114,   16,    0
  257,20211114,   17,    0
  257,20211114,   18,    0
  257,20211114,   19,    0
  257,20211114,   20,    0
  257,20211114,   21,    0
  257,20211114,   22,    0
  257,20211114,   23,    0
  257,20211114,   24,    0
  257,20211115,    1,    0
  257,20211115,    2,    0
  257,20211115,    3,    0
  257,20211115,    4,    0
  257,20211115,    5,    0
  257,20211115,    6,    0
  257,20211115,    7,    0
  257,20211115,    8,    0
  257,20211115,    9,    0
  257,20211115,   10,    0
  257,20211115,   11,    0
  257,20211115,   12,    0
  257,20211115,   13,    0
  257,20211115,   14,    0
  257,20211115,   15,    0
  257,20211115,   16,    0
  257,20211115,   17,    0
  257,20211115,   18,    0
  257,20211115,   19,    0
  257,20211115,   20,    0
  257,20211115,   21,    0
  257,20211115,   22,    0
  257,20211115,   23,    0
  257,20211115,   24,    0
  257,20211116,    1,    0
  257,20211116,    2,    0
  257,20211116,    3,    0
  257,20211116,    4,    0
  257,20211116,    5,    0
  257,20211116,    6,    0
  257,20211116,    7,    0
  257,20211116,    8,    0
  257,20211116,    9,    0
  257,20211116,   10,    0
  257,20211116,   11,    0
  257,20211116,   12,    0
  257,20211116,   13,    0
  257,20211116,   14,    0
  257,20211116,   15,    0
  257,20211116,   16,    0
  257,20211116,   17,    0
  257,20211116,   18,   -1
  257,20211116,   19,   -1
  257,20211116,   20,   -1
  257,20211116,   21,    0
  257,20211116,   22,    0
  257,20211116,   23,    0
  257,20211116,   24,    0
  257,20211117,    1,    0
  257,20211117,    2,    0
  257,20211117,    3,    0
  257,20211117,    4,    0
  257,20211117,    5,    0
  257,20211117,    6,    1
  257,20211117,    7,    0
  257,20211117,    8,    0
  257,20211117,    9,    0
  257,20211117,   10,    0
  257,20211117,   11,    0
  257,20211117,   12,    0
  257,20211117,   13,    0
  257,20211117,   14,    0
  257,20211117,   15,    0
  257,20211117,   16,    0
  257,20211117,   17,    0
  257,20211117,   18,    0
  257,20211117,   19,    0
  257,20211117,   20,    0
  257,20211117,   21,    0
  257,20211117,   22,    0
  257,20211117,   23,    0
  257,20211117,   24,    0
  257,20211118,    1,    0
  257,20211118,    2,    0
  257,20211118,    3,    0
  257,20211118,    4,    0
  257,20211118,    5,    0
  257,20211118,    6,    0
  257,20211118,    7,    0
  257,20211118,    8,    0
  257,20211118,    9,    0
  257,20211118,   10,    0
  257,20211118,   11,    0
  257,20211118,   12,    0
  257,20211118,   13,    0
  257,20211118,   14,    0
  257,20211118,   15,    0
  257,20211118,   16,    0
  257,20211118,   17,    0
  257,20211118,   18,    0
  257,20211118,   19,    0
  257,20211118,   20,    0
  257,20211118,   21,    0
  257,20211118,   22,    0
  257,20211118,   23,    0
  257,20211118,   24,    0
  257,20211119,    1,    0
  257,20211119,    2,    0
  257,20211119,    3,    0
  257,20211119,    4,    0
  257,20211119,    5,    0
  257,20211119,    6,    0
  257,20211119,    7,    0
  257,20211119,    8,    0
  257,20211119,    9,    0
  257,20211119,   10,    0
  257,20211119,   11,    0
  257,20211119,   12,    0
  257,20211119,   13,    0
  257,20211119,   14,    0
  257,20211119,   15,    0
  257,20211119,   16,    0
  257,20211119,   17,    0
  257,20211119,   18,    0
  257,20211119,   19,    0
  257,20211119,   20,    0
  257,20211119,   21,    0
  257,20211119,   22,    0
  257,20211119,   23,    0
  257,20211119,   24,    0
  257,20211120,    1,    0
  257,20211120,    2,    0
  257,20211120,    3,    0
  257,20211120,    4,    0
  257,20211120,    5,    0
  257,20211120,    6,    0
  257,20211120,    7,    0
  257,20211120,    8,    0
  257,20211120,    9,    0
  257,20211120,   10,    0
  257,20211120,   11,    0
  257,20211120,   12,    0
  257,20211120,   13,    0
  257,20211120,   14,    0
  257,20211120,   15,    0
  257,20211120,   16,    0
  257,20211120,   17,    0
  257,20211120,   18,   -1
  257,20211120,   19,    0
  257,20211120,   20,   -1
  257,20211120,   21,   -1
  257,20211120,   22,    0
  257,20211120,   23,    0
  257,20211120,   24,    0
  257,20211121,    1,    3
  257,20211121,    2,   10
  257,20211121,    3,    2
  257,20211121,    4,    1
  257,20211121,    5,    0
  257,20211121,    6,    0
  257,20211121,    7,    6
  257,20211121,    8,    0
  257,20211121,    9,    0
  257,20211121,   10,    1
  257,20211121,   11,    0
  257,20211121,   12,    0
  257,20211121,   13,    0
  257,20211121,   14,    5
  257,20211121,   15,   -1
  257,20211121,   16,    3
  257,20211121,   17,    1
  257,20211121,   18,    0
  257,20211121,   19,    0
  257,20211121,   20,    0
  257,20211121,   21,    0
  257,20211121,   22,    0
  257,20211121,   23,    0
  257,20211121,   24,    0
  257,20211122,    1,    0
  257,20211122,    2,    0
  257,20211122,    3,    0
  257,20211122,    4,    0
  257,20211122,    5,    0
  257,20211122,    6,    0
  257,20211122,    7,    0
  257,20211122,    8,    0
  257,20211122,    9,    0
  257,20211122,   10,    0
  257,20211122,   11,    0
  257,20211122,   12,    0
  257,20211122,   13,    0
  257,20211122,   14,    0
  257,20211122,   15,    0
  257,20211122,   16,    0
  257,20211122,   17,    0
  257,20211122,   18,    0
  257,20211122,   19,    0
  257,20211122,   20,    0
  257,20211122,   21,    0
  257,20211122,   22,    0
  257,20211122,   23,   -1
  257,20211122,   24,    0
  257,20211123,    1,    0
  257,20211123,    2,    0
  257,20211123,    3,    0
  257,20211123,    4,    0
  257,20211123,    5,    0
  257,20211123,    6,    0
  257,20211123,    7,    0
  257,20211123,    8,    5
  257,20211123,    9,    0
  257,20211123,   10,    0
  257,20211123,   11,    0
  257,20211123,   12,    0
  257,20211123,   13,    0
  257,20211123,   14,    0
  257,20211123,   15,    0
  257,20211123,   16,    0
  257,20211123,   17,   -1
  257,20211123,   18,    0
  257,20211123,   19,    0
  257,20211123,   20,    4
  257,20211123,   21,    0
  257,20211123,   22,    0
  257,20211123,   23,    0
  257,20211123,   24,    0
  257,20211124,    1,    0
  257,20211124,    2,    0
  257,20211124,    3,    0
  257,20211124,    4,    0
  257,20211124,    5,    0
  257,20211124,    6,    0
  257,20211124,    7,    0
  257,20211124,    8,    0
  257,20211124,    9,    0
  257,20211124,   10,    0
  257,20211124,   11,    0
  257,20211124,   12,    0
  257,20211124,   13,    0
  257,20211124,   14,    0
  257,20211124,   15,    0
  257,20211124,   16,    0
  257,20211124,   17,    0
  257,20211124,   18,    0
  257,20211124,   19,    0
  257,20211124,   20,    0
  257,20211124,   21,    0
  257,20211124,   22,    0
  257,20211124,   23,    0
  257,20211124,   24,    0
  257,20211125,    1,    0
  257,20211125,    2,    2
  257,20211125,    3,    1
  257,20211125,    4,    0
  257,20211125,    5,    0
  257,20211125,    6,    1
  257,20211125,    7,    4
  257,20211125,    8,    6
  257,20211125,    9,    0
  257,20211125,   10,    0
  257,20211125,   11,    0
  257,20211125,   12,    0
  257,20211125,   13,    0
  257,20211125,   14,    1
  257,20211125,   15,    0
  257,20211125,   16,    0
  257,20211125,   17,    0
  257,20211125,   18,    0
  257,20211125,   19,    0
  257,20211125,   20,    0
  257,20211125,   21,    4
  257,20211125,   22,   12
  257,20211125,   23,    2
  257,20211125,   24,    0
  257,20211126,    1,   -1
  257,20211126,    2,    3
  257,20211126,    3,    0
  257,20211126,    4,    0
  257,20211126,    5,    0
  257,20211126,    6,    0
  257,20211126,    7,    0
  257,20211126,    8,    0
  257,20211126,    9,    3
  257,20211126,   10,    3
  257,20211126,   11,    9
  257,20211126,   12,    8
  257,20211126,   13,   23
  257,20211126,   14,   19
  257,20211126,   15,   16
  257,20211126,   16,   16
  257,20211126,   17,   35
  257,20211126,   18,    1
  257,20211126,   19,    1
  257,20211126,   20,   22
  257,20211126,   21,   47
  257,20211126,   22,    1
  257,20211126,   23,    1
  257,20211126,   24,   10
  257,20211127,    1,    5
  257,20211127,    2,    3
  257,20211127,    3,    0
  257,20211127,    4,    0
  257,20211127,    5,   -1
  257,20211127,    6,    3
  257,20211127,    7,   31
  257,20211127,    8,   10
  257,20211127,    9,   -1
  257,20211127,   10,   27
  257,20211127,   11,   41
  257,20211127,   12,   10
  257,20211127,   13,   -1
  257,20211127,   14,    0
  257,20211127,   15,    0
  257,20211127,   16,    0
  257,20211127,   17,    0
  257,20211127,   18,    0
  257,20211127,   19,    0
  257,20211127,   20,    0
  257,20211127,   21,    0
  257,20211127,   22,    0
  257,20211127,   23,    0
  257,20211127,   24,    0
  257,20211128,    1,    0
  257,20211128,    2,    0
  257,20211128,    3,    0
  257,20211128,    4,    0
  257,20211128,    5,    0
  257,20211128,    6,    0
  257,20211128,    7,    9
  257,20211128,    8,    4
  257,20211128,    9,   28
  257,20211128,   10,    3
  257,20211128,   11,    1
  257,20211128,   12,    0
  257,20211128,   13,    1
  257,20211128,   14,    0
  257,20211128,   15,    0
  257,20211128,   16,   -1
  257,20211128,   17,    0
  257,20211128,   18,    0
  257,20211128,   19,    0
  257,20211128,   20,    6
  257,20211128,   21,    2
  257,20211128,   22,    7
  257,20211128,   23,    3
  257,20211128,   24,    2
  257,20211129,    1,    0
  257,20211129,    2,    0
  257,20211129,    3,    0
  257,20211129,    4,    0
  257,20211129,    5,    0
  257,20211129,    6,    1
  257,20211129,    7,    2
  257,20211129,    8,    2
  257,20211129,    9,    5
  257,20211129,   10,    4
  257,20211129,   11,    0
  257,20211129,   12,    0
  257,20211129,   13,    0
  257,20211129,   14,    0
  257,20211129,   15,    0
  257,20211129,   16,    4
  257,20211129,   17,   -1
  257,20211129,   18,   -1
  257,20211129,   19,    0
  257,20211129,   20,    0
  257,20211129,   21,    2
  257,20211129,   22,    0
  257,20211129,   23,    0
  257,20211129,   24,    2
  257,20211130,    1,   10
  257,20211130,    2,   12
  257,20211130,    3,    5
  257,20211130,    4,    5
  257,20211130,    5,    4
  257,20211130,    6,    3
  257,20211130,    7,   -1
  257,20211130,    8,    1
  257,20211130,    9,   15
  257,20211130,   10,    3
  257,20211130,   11,    6
  257,20211130,   12,    6
  257,20211130,   13,    9
  257,20211130,   14,    6
  257,20211130,   15,    9
  257,20211130,   16,    4
  257,20211130,   17,    1
  257,20211130,   18,    5
  257,20211130,   19,    6
  257,20211130,   20,    3
  257,20211130,   21,    1
  257,20211130,   22,    3
  257,20211130,   23,   -1
  257,20211130,   24,    0
  257,20211201,    1,    0
  257,20211201,    2,    1
  257,20211201,    3,    2
  257,20211201,    4,   10
  257,20211201,    5,   21
  257,20211201,    6,    8
  257,20211201,    7,    1
  257,20211201,    8,    3
  257,20211201,    9,    3
  257,20211201,   10,   -1
  257,20211201,   11,    0
  257,20211201,   12,    4
  257,20211201,   13,    3
  257,20211201,   14,    0
  257,20211201,   15,   -1
  257,20211201,   16,    0
  257,20211201,   17,   -1
  257,20211201,   18,    0
  257,20211201,   19,    0
  257,20211201,   20,    0
  257,20211201,   21,    0
  257,20211201,   22,    0
  257,20211201,   23,    1
  257,20211201,   24,    7
  257,20211202,    1,    3
  257,20211202,    2,    1
  257,20211202,    3,    5
  257,20211202,    4,    1
  257,20211202,    5,    1
  257,20211202,    6,   13
  257,20211202,    7,    5
  257,20211202,    8,   10
  257,20211202,    9,   -1
  257,20211202,   10,   22
  257,20211202,   11,    1
  257,20211202,   12,    0
  257,20211202,   13,   -1
  257,20211202,   14,    0
  257,20211202,   15,    4
  257,20211202,   16,    3
  257,20211202,   17,    0
  257,20211202,   18,   -1
  257,20211202,   19,    0
  257,20211202,   20,    4
  257,20211202,   21,    3
  257,20211202,   22,    0
  257,20211202,   23,    0
  257,20211202,   24,    0
  257,20211203,    1,    0
  257,20211203,    2,    0
  257,20211203,    3,    0
  257,20211203,    4,    0
  257,20211203,    5,    0
  257,20211203,    6,    0
  257,20211203,    7,    0
  257,20211203,    8,    0
  257,20211203,    9,    0
  257,20211203,   10,    3
  257,20211203,   11,    1
  257,20211203,   12,    1
  257,20211203,   13,    0
  257,20211203,   14,   -1
  257,20211203,   15,    3
  257,20211203,   16,    8
  257,20211203,   17,   13
  257,20211203,   18,   11
  257,20211203,   19,    4
  257,20211203,   20,    1
  257,20211203,   21,    0
  257,20211203,   22,    0
  257,20211203,   23,    0
  257,20211203,   24,    0
  257,20211204,    1,    0
  257,20211204,    2,    0
  257,20211204,    3,    0
  257,20211204,    4,    0
  257,20211204,    5,    0
  257,20211204,    6,    0
  257,20211204,    7,    0
  257,20211204,    8,    0
  257,20211204,    9,    0
  257,20211204,   10,    0
  257,20211204,   11,    0
  257,20211204,   12,    0
  257,20211204,   13,    5
  257,20211204,   14,   25
  257,20211204,   15,   15
  257,20211204,   16,   -1
  257,20211204,   17,    0
  257,20211204,   18,    0
  257,20211204,   19,    2
  257,20211204,   20,   -1
  257,20211204,   21,    3
  257,20211204,   22,    6
  257,20211204,   23,    1
  257,20211204,   24,   13
  257,20211205,    1,    3
  257,20211205,    2,    3
  257,20211205,    3,    8
  257,20211205,    4,    1
  257,20211205,    5,    0
  257,20211205,    6,    0
  257,20211205,    7,    0
  257,20211205,    8,    0
  257,20211205,    9,    0
  257,20211205,   10,    0
  257,20211205,   11,    0
  257,20211205,   12,    0
  257,20211205,   13,    0
  257,20211205,   14,    0
  257,20211205,   15,    1
  257,20211205,   16,   -1
  257,20211205,   17,    0
  257,20211205,   18,    0
  257,20211205,   19,    0
  257,20211205,   20,    0
  257,20211205,   21,    0
  257,20211205,   22,    0
  257,20211205,   23,    0
  257,20211205,   24,    0
  257,20211206,    1,    0
  257,20211206,    2,    0
  257,20211206,    3,    0
  257,20211206,    4,    0
  257,20211206,    5,    0
  257,20211206,    6,    0
  257,20211206,    7,    0
  257,20211206,    8,    0
  257,20211206,    9,    0
  257,20211206,   10,    0
  257,20211206,   11,    0
  257,20211206,   12,    0
  257,20211206,   13,    0
  257,20211206,   14,    0
  257,20211206,   15,    0
  257,20211206,   16,    0
  257,20211206,   17,   11
  257,20211206,   18,    7
  257,20211206,   19,    7
  257,20211206,   20,    2
  257,20211206,   21,    7
  257,20211206,   22,   18
  257,20211206,   23,   35
  257,20211206,   24,    4
  257,20211207,    1,    0
  257,20211207,    2,    0
  257,20211207,    3,    0
  257,20211207,    4,    0
  257,20211207,    5,    2
  257,20211207,    6,    0
  257,20211207,    7,    0
  257,20211207,    8,    0
  257,20211207,    9,    0
  257,20211207,   10,    0
  257,20211207,   11,    0
  257,20211207,   12,    0
  257,20211207,   13,    0
  257,20211207,   14,    0
  257,20211207,   15,    0
  257,20211207,   16,    0
  257,20211207,   17,    0
  257,20211207,   18,    0
  257,20211207,   19,    0
  257,20211207,   20,    1
  257,20211207,   21,    9
  257,20211207,   22,   25
  257,20211207,   23,   11
  257,20211207,   24,    7
  257,20211208,    1,   -1
  257,20211208,    2,    8
  257,20211208,    3,   12
  257,20211208,    4,    5
  257,20211208,    5,    0
  257,20211208,    6,    0
  257,20211208,    7,    0
  257,20211208,    8,    0
  257,20211208,    9,    0
  257,20211208,   10,    0
  257,20211208,   11,    0
  257,20211208,   12,    0
  257,20211208,   13,    0
  257,20211208,   14,    0
  257,20211208,   15,    0
  257,20211208,   16,    0
  257,20211208,   17,    0
  257,20211208,   18,    0
  257,20211208,   19,    0
  257,20211208,   20,    0
  257,20211208,   21,    0
  257,20211208,   22,    0
  257,20211208,   23,    0
  257,20211208,   24,    0
  257,20211209,    1,    0
  257,20211209,    2,    0
  257,20211209,    3,    0
  257,20211209,    4,    0
  257,20211209,    5,    0
  257,20211209,    6,    0
  257,20211209,    7,    0
  257,20211209,    8,    0
  257,20211209,    9,    0
  257,20211209,   10,    6
  257,20211209,   11,    0
  257,20211209,   12,    2
  257,20211209,   13,    8
  257,20211209,   14,   -1
  257,20211209,   15,    3
  257,20211209,   16,   -1
  257,20211209,   17,    3
  257,20211209,   18,    6
  257,20211209,   19,    1
  257,20211209,   20,   10
  257,20211209,   21,    0
  257,20211209,   22,    0
  257,20211209,   23,    0
  257,20211209,   24,    0
  257,20211210,    1,    0
  257,20211210,    2,    0
  257,20211210,    3,    0
  257,20211210,    4,    0
  257,20211210,    5,    0
  257,20211210,    6,    0
  257,20211210,    7,    0
  257,20211210,    8,    0
  257,20211210,    9,   -1
  257,20211210,   10,    1
  257,20211210,   11,   -1
  257,20211210,   12,    0
  257,20211210,   13,    0
  257,20211210,   14,    0
  257,20211210,   15,    0
  257,20211210,   16,    0
  257,20211210,   17,    0
  257,20211210,   18,    0
  257,20211210,   19,    0
  257,20211210,   20,    0
  257,20211210,   21,    0
  257,20211210,   22,    0
  257,20211210,   23,    0
  257,20211210,   24,    0
  257,20211211,    1,    0
  257,20211211,    2,    0
  257,20211211,    3,    1
  257,20211211,    4,    2
  257,20211211,    5,    0
  257,20211211,    6,    0
  257,20211211,    7,    0
  257,20211211,    8,    0
  257,20211211,    9,    0
  257,20211211,   10,    0
  257,20211211,   11,    0
  257,20211211,   12,    0
  257,20211211,   13,    0
  257,20211211,   14,    0
  257,20211211,   15,    0
  257,20211211,   16,    0
  257,20211211,   17,    0
  257,20211211,   18,    0
  257,20211211,   19,    0
  257,20211211,   20,    0
  257,20211211,   21,    0
  257,20211211,   22,    0
  257,20211211,   23,    1
  257,20211211,   24,    7
  257,20211212,    1,    6
  257,20211212,    2,    6
  257,20211212,    3,    4
  257,20211212,    4,   -1
  257,20211212,    5,    1
  257,20211212,    6,    0
  257,20211212,    7,   -1
  257,20211212,    8,   10
  257,20211212,    9,    9
  257,20211212,   10,   20
  257,20211212,   11,    2
  257,20211212,   12,    3
  257,20211212,   13,   -1
  257,20211212,   14,    0
  257,20211212,   15,    0
  257,20211212,   16,    3
  257,20211212,   17,    1
  257,20211212,   18,    0
  257,20211212,   19,    0
  257,20211212,   20,    0
  257,20211212,   21,    0
  257,20211212,   22,    1
  257,20211212,   23,    0
  257,20211212,   24,    0
  257,20211213,    1,    0
  257,20211213,    2,    0
  257,20211213,    3,    0
  257,20211213,    4,    0
  257,20211213,    5,    0
  257,20211213,    6,    0
  257,20211213,    7,    0
  257,20211213,    8,    0
  257,20211213,    9,    0
  257,20211213,   10,    0
  257,20211213,   11,    0
  257,20211213,   12,    0
  257,20211213,   13,    0
  257,20211213,   14,    0
  257,20211213,   15,    0
  257,20211213,   16,    0
  257,20211213,   17,    0
  257,20211213,   18,    0
  257,20211213,   19,    0
  257,20211213,   20,    0
  257,20211213,   21,    0
  257,20211213,   22,    0
  257,20211213,   23,    0
  257,20211213,   24,    0
  257,20211214,    1,    0
  257,20211214,    2,    0
  257,20211214,    3,    0
  257,20211214,    4,    0
  257,20211214,    5,    0
  257,20211214,    6,    0
  257,20211214,    7,    0
  257,20211214,    8,    0
  257,20211214,    9,    1
  257,20211214,   10,    3
  257,20211214,   11,    1
  257,20211214,   12,    1
  257,20211214,   13,   -1
  257,20211214,   14,    1
  257,20211214,   15,    1
  257,20211214,   16,   -1
  257,20211214,   17,   -1
  257,20211214,   18,   -1
  257,20211214,   19,    0
  257,20211214,   20,    0
  257,20211214,   21,    0
  257,20211214,   22,    0
  257,20211214,   23,    0
  257,20211214,   24,    0
  257,20211215,    1,    0
  257,20211215,    2,    0
  257,20211215,    3,    0
  257,20211215,    4,    0
  257,20211215,    5,    0
  257,20211215,    6,    0
  257,20211215,    7,    0
  257,20211215,    8,    0
  257,20211215,    9,    0
  257,20211215,   10,    0
  257,20211215,   11,    0
  257,20211215,   12,    0
  257,20211215,   13,    0
  257,20211215,   14,    0
  257,20211215,   15,    0
  257,20211215,   16,    0
  257,20211215,   17,    0
  257,20211215,   18,    0
  257,20211215,   19,    0
  257,20211215,   20,    0
  257,20211215,   21,    0
  257,20211215,   22,    0
  257,20211215,   23,    0
  257,20211215,   24,    0
  257,20211216,    1,    0
  257,20211216,    2,    0
  257,20211216,    3,    0
  257,20211216,    4,    0
  257,20211216,    5,    0
  257,20211216,    6,    0
  257,20211216,    7,    0
  257,20211216,    8,    0
  257,20211216,    9,    0
  257,20211216,   10,    0
  257,20211216,   11,    0
  257,20211216,   12,    0
  257,20211216,   13,    0
  257,20211216,   14,    0
  257,20211216,   15,    0
  257,20211216,   16,    0
  257,20211216,   17,    0
  257,20211216,   18,    0
  257,20211216,   19,    0
  257,20211216,   20,    0
  257,20211216,   21,    0
  257,20211216,   22,    0
  257,20211216,   23,    0
  257,20211216,   24,    0
  257,20211217,    1,    0
  257,20211217,    2,    0
  257,20211217,    3,    0
  257,20211217,    4,   -1
  257,20211217,    5,   -1
  257,20211217,    6,   -1
  257,20211217,    7,    1
  257,20211217,    8,   -1
  257,20211217,    9,    0
  257,20211217,   10,    0
  257,20211217,   11,    0
  257,20211217,   12,    0
  257,20211217,   13,    0
  257,20211217,   14,    0
  257,20211217,   15,    0
  257,20211217,   16,    0
  257,20211217,   17,    0
  257,20211217,   18,    0
  257,20211217,   19,    0
  257,20211217,   20,    0
  257,20211217,   21,    0
  257,20211217,   22,    0
  257,20211217,   23,    0
  257,20211217,   24,   -1
  257,20211218,    1,   -1
  257,20211218,    2,    0
  257,20211218,    3,    0
  257,20211218,    4,   -1
  257,20211218,    5,    0
  257,20211218,    6,   -1
  257,20211218,    7,    0
  257,20211218,    8,    0
  257,20211218,    9,    0
  257,20211218,   10,    0
  257,20211218,   11,    0
  257,20211218,   12,    0
  257,20211218,   13,    0
  257,20211218,   14,    0
  257,20211218,   15,    0
  257,20211218,   16,   -1
  257,20211218,   17,   -1
  257,20211218,   18,   -1
  257,20211218,   19,   -1
  257,20211218,   20,   -1
  257,20211218,   21,   -1
  257,20211218,   22,    1
  257,20211218,   23,    1
  257,20211218,   24,   -1
  257,20211219,    1,    0
  257,20211219,    2,   -1
  257,20211219,    3,   -1
  257,20211219,    4,   -1
  257,20211219,    5,   -1
  257,20211219,    6,   -1
  257,20211219,    7,   -1
  257,20211219,    8,    1
  257,20211219,    9,    0
  257,20211219,   10,    0
  257,20211219,   11,    0
  257,20211219,   12,    0
  257,20211219,   13,    0
  257,20211219,   14,    1
  257,20211219,   15,    0
  257,20211219,   16,    0
  257,20211219,   17,    0
  257,20211219,   18,    0
  257,20211219,   19,    1
  257,20211219,   20,    1
  257,20211219,   21,    0
  257,20211219,   22,    0
  257,20211219,   23,    0
  257,20211219,   24,    0
  257,20211220,    1,    0
  257,20211220,    2,    0
  257,20211220,    3,    0
  257,20211220,    4,    0
  257,20211220,    5,    0
  257,20211220,    6,    0
  257,20211220,    7,    0
  257,20211220,    8,    0
  257,20211220,    9,    0
  257,20211220,   10,    0
  257,20211220,   11,    0
  257,20211220,   12,    0
  257,20211220,   13,    0
  257,20211220,   14,    0
  257,20211220,   15,    0
  257,20211220,   16,    0
  257,20211220,   17,    0
  257,20211220,   18,    0
  257,20211220,   19,    0
  257,20211220,   20,    0
  257,20211220,   21,    0
  257,20211220,   22,    0
  257,20211220,   23,    0
  257,20211220,   24,    0
  257,20211221,    1,    0
  257,20211221,    2,    0
  257,20211221,    3,    0
  257,20211221,    4,    0
  257,20211221,    5,    0
  257,20211221,    6,    0
  257,20211221,    7,    0
  257,20211221,    8,    0
  257,20211221,    9,    0
  257,20211221,   10,    0
  257,20211221,   11,    0
  257,20211221,   12,    0
  257,20211221,   13,    0
  257,20211221,   14,    0
  257,20211221,   15,    0
  257,20211221,   16,    0
  257,20211221,   17,    0
  257,20211221,   18,    0
  257,20211221,   19,    0
  257,20211221,   20,    0
  257,20211221,   21,    0
  257,20211221,   22,    0
  257,20211221,   23,    0
  257,20211221,   24,    0
  257,20211222,    1,    0
  257,20211222,    2,    0
  257,20211222,    3,    0
  257,20211222,    4,    0
  257,20211222,    5,    0
  257,20211222,    6,    0
  257,20211222,    7,    0
  257,20211222,    8,    0
  257,20211222,    9,    0
  257,20211222,   10,    0
  257,20211222,   11,    0
  257,20211222,   12,    0
  257,20211222,   13,    0
  257,20211222,   14,    0
  257,20211222,   15,    0
  257,20211222,   16,    0
  257,20211222,   17,    0
  257,20211222,   18,    0
  257,20211222,   19,    0
  257,20211222,   20,    0
  257,20211222,   21,    0
  257,20211222,   22,    0
  257,20211222,   23,    0
  257,20211222,   24,    0
  257,20211223,    1,    0
  257,20211223,    2,    0
  257,20211223,    3,    0
  257,20211223,    4,    0
  257,20211223,    5,    0
  257,20211223,    6,    0
  257,20211223,    7,    4
  257,20211223,    8,   16
  257,20211223,    9,   11
  257,20211223,   10,    2
  257,20211223,   11,   -1
  257,20211223,   12,    0
  257,20211223,   13,    0
  257,20211223,   14,    0
  257,20211223,   15,    0
  257,20211223,   16,    0
  257,20211223,   17,    4
  257,20211223,   18,    4
  257,20211223,   19,    1
  257,20211223,   20,    2
  257,20211223,   21,    4
  257,20211223,   22,    8
  257,20211223,   23,    9
  257,20211223,   24,    6
  257,20211224,    1,    3
  257,20211224,    2,   -1
  257,20211224,    3,   -1
  257,20211224,    4,    0
  257,20211224,    5,    0
  257,20211224,    6,    0
  257,20211224,    7,    0
  257,20211224,    8,    0
  257,20211224,    9,   -1
  257,20211224,   10,    1
  257,20211224,   11,    0
  257,20211224,   12,    1
  257,20211224,   13,    4
  257,20211224,   14,   -1
  257,20211224,   15,   -1
  257,20211224,   16,    0
  257,20211224,   17,    1
  257,20211224,   18,    4
  257,20211224,   19,    4
  257,20211224,   20,    0
  257,20211224,   21,    0
  257,20211224,   22,    0
  257,20211224,   23,    0
  257,20211224,   24,    0
  257,20211225,    1,    0
  257,20211225,    2,    0
  257,20211225,    3,    0
  257,20211225,    4,    0
  257,20211225,    5,    0
  257,20211225,    6,    0
  257,20211225,    7,    0
  257,20211225,    8,    0
  257,20211225,    9,    0
  257,20211225,   10,    0
  257,20211225,   11,    0
  257,20211225,   12,    0
  257,20211225,   13,    0
  257,20211225,   14,    0
  257,20211225,   15,    0
  257,20211225,   16,    0
  257,20211225,   17,    0
  257,20211225,   18,    0
  257,20211225,   19,    0
  257,20211225,   20,    0
  257,20211225,   21,    0
  257,20211225,   22,    0
  257,20211225,   23,    0
  257,20211225,   24,    0
  257,20211226,    1,    0
  257,20211226,    2,    0
  257,20211226,    3,    0
  257,20211226,    4,    0
  257,20211226,    5,    0
  257,20211226,    6,    0
  257,20211226,    7,    0
  257,20211226,    8,    0
  257,20211226,    9,    0
  257,20211226,   10,    0
  257,20211226,   11,    0
  257,20211226,   12,    0
