# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
"# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result, these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>."
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 257         4.603       52.506      8.50        Wijk aan Zee
# RH        : Uursom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Hourly precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
# STN,YYYYMMDD,H,   RH
  257,20210101,    1,    0
  257,20210101,    2,    0
  257,20210101,    3,    0
  257,20210101,    4,    0
  257,20210101,    5,    0
  257,20210101,    6,    0
  257,20210101,    7,    4
  257,20210101,    8,    4
  257,20210101,    9,    2
  257,20210101,   10,    0
  257,20210101,   11,    0
  257,20210101,   12,    0
  257,20210101,   13,    0
  257,20210101,   14,    0
  257,20210101,   15,    0
  257,20210101,   16,    0
  257,20210101,   17,    0
  257,20210101,   18,    3
  257,20210101,   19,    3
  257,20210101,   20,    0
  257,20210101,   21,    1
  257,20210101,   22,    0
  257,20210101,   23,    0
  257,20210101,   24,    1
  257,20210102,    1,    0
  257,20210102,    2,    0
  257,20210102,    3,    0
  257,20210102,    4,   -1
  257,20210102,    5,    0
  257,20210102,    6,    0
  257,20210102,    7,    0
  257,20210102,    8,    0
  257,20210102,    9,    2
  257,20210102,   10,    1
  257,20210102,   11,   -1
  257,20210102,   12,   -1
  257,20210102,   13,   -1
  257,20210102,   14,   33
  257,20210102,   15,   -1
  257,20210102,   16,    0
  257,20210102,   17,    0
  257,20210102,   18,    0
  257,20210102,   19,    0
  257,20210102,   20,    0
  257,20210102,   21,    0
  257,20210102,   22,    0
  257,20210102,   23,    0
  257,20210102,   24,    0
  257,20210103,    1,    0
  257,20210103,    2,    0
  257,20210103,    3,    0
  257,20210103,    4,    0
  257,20210103,    5,    0
  257,20210103,    6,    0
  257,20210103,    7,    0
  257,20210103,    8,    0
  257,20210103,    9,    0
  257,20210103,   10,    0
  257,20210103,   11,    0
  257,20210103,   12,    0
  257,20210103,   13,    0
  257,20210103,   14,    0
  257,20210103,   15,    0
  257,20210103,   16,    0
  257,20210103,   17,    0
  257,20210103,   18,    0
  257,20210103,   19,    0
  257,20210103,   20,    0
  257,20210103,   21,    0
  257,20210103,   22,    0
  257,20210103,   23,    0
  257,20210103,   24,    0
  257,20210104,    1,    0
  257,20210104,    2,   -1
  257,20210104,    3,    1
  257,20210104,    4,    1
  257,20210104,    5,   -1
  257,20210104,    6,    0
  257,20210104,    7,    0
  257,20210104,    8,    0
  257,20210104,    9,    0
  257,20210104,   10,    0
  257,20210104,   11,    0
  257,20210104,   12,    0
  257,20210104,   13,    0
  257,20210104,   14,    0
  257,20210104,   15,    0
  257,20210104,   16,    0
  257,20210104,   17,    0
  257,20210104,   18,    0
  257,20210104,   19,    0
  257,20210104,   20,    0
  257,20210104,   21,    0
  257,20210104,   22,    0
  257,20210104,   23,    3
  257,20210104,   24,    1
  257,20210105,    1,    0
  257,20210105,    2,    0
  257,20210105,    3,    0
  257,20210105,    4,    0
  257,20210105,    5,    0
  257,20210105,    6,    0
  257,20210105,    7,    0
  257,20210105,    8,    0
  257,20210105,    9,    0
  257,20210105,   10,    0
  257,20210105,   11,    0
  257,20210105,   12,    0
  257,20210105,   13,    0
  257,20210105,   14,    0
  257,20210105,   15,    0
  257,20210105,   16,    0
  257,20210105,   17,    2
  257,20210105,   18,    3
  257,20210105,   19,    2
  257,20210105,   20,    0
  257,20210105,   21,    0
  257,20210105,   22,    0
  257,20210105,   23,    0
  257,20210105,   24,    0
  257,20210106,    1,    0
  257,20210106,    2,    0
  257,20210106,    3,    0
  257,20210106,    4,    0
  257,20210106,    5,    0
  257,20210106,    6,    0
  257,20210106,    7,    0
  257,20210106,    8,    0
  257,20210106,    9,    0
  257,20210106,   10,    0
  257,20210106,   11,    0
  257,20210106,   12,    0
  257,20210106,   13,    0
  257,20210106,   14,    0
  257,20210106,   15,    1
  257,20210106,   16,    0
  257,20210106,   17,    3
  257,20210106,   18,   -1
  257,20210106,   19,    0
  257,20210106,   20,    0
  257,20210106,   21,   -1
  257,20210106,   22,    1
  257,20210106,   23,    3
  257,20210106,   24,    1
  257,20210107,    1,   -1
  257,20210107,    2,    2
  257,20210107,    3,    2
  257,20210107,    4,    3
  257,20210107,    5,    4
  257,20210107,    6,    3
  257,20210107,    7,    4
  257,20210107,    8,   10
  257,20210107,    9,   15
  257,20210107,   10,    0
  257,20210107,   11,    0
  257,20210107,   12,    0
  257,20210107,   13,   -1
  257,20210107,   14,    0
  257,20210107,   15,    1
  257,20210107,   16,    1
  257,20210107,   17,    1
  257,20210107,   18,    1
  257,20210107,   19,    8
  257,20210107,   20,   25
  257,20210107,   21,    8
  257,20210107,   22,   12
  257,20210107,   23,    5
  257,20210107,   24,    5
  257,20210108,    1,    5
  257,20210108,    2,    3
  257,20210108,    3,    4
  257,20210108,    4,    1
  257,20210108,    5,    0
  257,20210108,    6,    0
  257,20210108,    7,    0
  257,20210108,    8,    0
  257,20210108,    9,    0
  257,20210108,   10,    0
  257,20210108,   11,    0
  257,20210108,   12,    0
  257,20210108,   13,    0
  257,20210108,   14,    0
  257,20210108,   15,    0
  257,20210108,   16,    0
  257,20210108,   17,    0
  257,20210108,   18,    0
  257,20210108,   19,    0
  257,20210108,   20,    0
  257,20210108,   21,    0
  257,20210108,   22,    0
  257,20210108,   23,    0
  257,20210108,   24,    0
  257,20210109,    1,    0
  257,20210109,    2,    0
  257,20210109,    3,    0
  257,20210109,    4,    0
  257,20210109,    5,    0
  257,20210109,    6,    0
  257,20210109,    7,    0
  257,20210109,    8,    0
  257,20210109,    9,    0
  257,20210109,   10,   -1
  257,20210109,   11,    0
  257,20210109,   12,    0
  257,20210109,   13,    0
  257,20210109,   14,    0
  257,20210109,   15,    0
  257,20210109,   16,    0
  257,20210109,   17,    0
  257,20210109,   18,    0
  257,20210109,   19,    0
  257,20210109,   20,    0
  257,20210109,   21,    0
  257,20210109,   22,    0
  257,20210109,   23,    0
  257,20210109,   24,    0
  257,20210110,    1,    0
  257,20210110,    2,    0
  257,20210110,    3,    0
  257,20210110,    4,    0
  257,20210110,    5,    0
  257,20210110,    6,    0
  257,20210110,    7,    0
  257,20210110,    8,    0
  257,20210110,    9,    0
  257,20210110,   10,    0
  257,20210110,   11,    0
  257,20210110,   12,    0
  257,20210110,   13,    0
  257,20210110,   14,    0
  257,20210110,   15,    0
  257,20210110,   16,    0
  257,20210110,   17,    0
  257,20210110,   18,    0
  257,20210110,   19,    0
  257,20210110,   20,    0
  257,20210110,   21,    0
  257,20210110,   22,    0
  257,20210110,   23,    0
  257,20210110,   24,    0
  257,20210111,    1,    0
  257,20210111,    2,    0
  257,20210111,    3,    0
  257,20210111,    4,    0
  257,20210111,    5,    0
  257,20210111,    6,    0
  257,20210111,    7,    0
  257,20210111,    8,    0
  257,20210111,    9,    0
  257,20210111,   10,    0
  257,20210111,   11,    0
  257,20210111,   12,    0
  257,20210111,   13,    0
  257,20210111,   14,    0
  257,20210111,   15,    0
  257,20210111,   16,    0
  257,20210111,   17,    0
  257,20210111,   18,    2
  257,20210111,   19,    6
  257,20210111,   20,    3
  257,20210111,   21,    1
  257,20210111,   22,    3
  257,20210111,   23,    7
  257,20210111,   24,    8
  257,20210112,    1,   17
  257,20210112,    2,   11
  257,20210112,    3,    8
  257,20210112,    4,   12
  257,20210112,    5,    7
  257,20210112,    6,    7
  257,20210112,    7,    4
  257,20210112,    8,    0
  257,20210112,    9,    1
  257,20210112,   10,    0
  257,20210112,   11,    0
  257,20210112,   12,    0
  257,20210112,   13,    0
  257,20210112,   14,   -1
  257,20210112,   15,    0
  257,20210112,   16,   -1
  257,20210112,   17,    0
  257,20210112,   18,    0
  257,20210112,   19,    0
  257,20210112,   20,    0
  257,20210112,   21,    1
  257,20210112,   22,    0
  257,20210112,   23,   -1
  257,20210112,   24,    0
  257,20210113,    1,    0
  257,20210113,    2,    0
  257,20210113,    3,    0
  257,20210113,    4,    0
  257,20210113,    5,    0
  257,20210113,    6,    0
  257,20210113,    7,    0
  257,20210113,    8,    0
  257,20210113,    9,    0
  257,20210113,   10,    0
  257,20210113,   11,    0
  257,20210113,   12,    0
  257,20210113,   13,    0
  257,20210113,   14,    0
  257,20210113,   15,   -1
  257,20210113,   16,    0
  257,20210113,   17,    0
  257,20210113,   18,    0
  257,20210113,   19,    0
  257,20210113,   20,    1
  257,20210113,   21,    0
  257,20210113,   22,    0
  257,20210113,   23,    0
  257,20210113,   24,    0
  257,20210114,    1,    0
  257,20210114,    2,    0
  257,20210114,    3,    0
  257,20210114,    4,    0
  257,20210114,    5,    0
  257,20210114,    6,    0
  257,20210114,    7,    0
  257,20210114,    8,    0
  257,20210114,    9,    0
  257,20210114,   10,    0
  257,20210114,   11,    0
  257,20210114,   12,    0
  257,20210114,   13,    0
  257,20210114,   14,    0
  257,20210114,   15,    0
  257,20210114,   16,    0
  257,20210114,   17,    0
  257,20210114,   18,    0
  257,20210114,   19,    0
  257,20210114,   20,    0
  257,20210114,   21,    0
  257,20210114,   22,    0
  257,20210114,   23,    0
  257,20210114,   24,    0
  257,20210115,    1,    0
  257,20210115,    2,    0
  257,20210115,    3,    0
  257,20210115,    4,    0
  257,20210115,    5,    0
  257,20210115,    6,    0
  257,20210115,    7,    0
  257,20210115,    8,    0
  257,20210115,    9,    0
  257,20210115,   10,    0
  257,20210115,   11,    0
  257,20210115,   12,    0
  257,20210115,   13,    0
  257,20210115,   14,    0
  257,20210115,   15,    0
  257,20210115,   16,    0
  257,20210115,   17,    0
  257,20210115,   18,    0
  257,20210115,   19,    0
  257,20210115,   20,    0
  257,20210115,   21,    0
  257,20210115,   22,    0
  257,20210115,   23,    0
  257,20210115,   24,    0
  257,20210116,    1,    0
  257,20210116,    2,    0
  257,20210116,    3,    0
  257,20210116,    4,    0
  257,20210116,    5,    0
  257,20210116,    6,    0
  257,20210116,    7,    0
  257,20210116,    8,    0
  257,20210116,    9,    0
  257,20210116,   10,    0
  257,20210116,   11,    0
  257,20210116,   12,    0
  257,20210116,   13,    0
  257,20210116,   14,   -1
  257,20210116,   15,    2
  257,20210116,   16,    2
  257,20210116,   17,    2
  257,20210116,   18,    1
  257,20210116,   19,    0
  257,20210116,   20,    0
  257,20210116,   21,    0
  257,20210116,   22,    0
  257,20210116,   23,    0
  257,20210116,   24,    0
  257,20210117,    1,   -1
  257,20210117,    2,    1
  257,20210117,    3,    3
  257,20210117,    4,    1
  257,20210117,    5,    0
  257,20210117,    6,    0
  257,20210117,    7,    0
  257,20210117,    8,    0
  257,20210117,    9,    0
  257,20210117,   10,    0
  257,20210117,   11,    0
  257,20210117,   12,    0
  257,20210117,   13,    0
  257,20210117,   14,    0
  257,20210117,   15,   -1
  257,20210117,   16,    0
  257,20210117,   17,    0
  257,20210117,   18,    0
  257,20210117,   19,    2
  257,20210117,   20,   -1
  257,20210117,   21,    0
  257,20210117,   22,    0
  257,20210117,   23,    0
  257,20210117,   24,    0
  257,20210118,    1,    0
  257,20210118,    2,    0
  257,20210118,    3,    0
  257,20210118,    4,    0
  257,20210118,    5,    0
  257,20210118,    6,    0
  257,20210118,    7,    0
  257,20210118,    8,    0
  257,20210118,    9,    0
  257,20210118,   10,    0
  257,20210118,   11,    0
  257,20210118,   12,    0
  257,20210118,   13,    0
  257,20210118,   14,    0
  257,20210118,   15,    0
  257,20210118,   16,    0
  257,20210118,   17,    0
  257,20210118,   18,    0
  257,20210118,   19,    0
  257,20210118,   20,    0
  257,20210118,   21,    0
  257,20210118,   22,   -1
  257,20210118,   23,    1
  257,20210118,   24,    3
  257,20210119,    1,   -1
  257,20210119,    2,   10
  257,20210119,    3,    7
  257,20210119,    4,   13
  257,20210119,    5,   14
  257,20210119,    6,   17
  257,20210119,    7,   18
  257,20210119,    8,   15
  257,20210119,    9,    7
  257,20210119,   10,    4
  257,20210119,   11,    1
  257,20210119,   12,    4
  257,20210119,   13,    2
  257,20210119,   14,    0
  257,20210119,   15,    0
  257,20210119,   16,    1
  257,20210119,   17,    0
  257,20210119,   18,    0
  257,20210119,   19,    3
  257,20210119,   20,   -1
  257,20210119,   21,    0
  257,20210119,   22,    1
  257,20210119,   23,    0
  257,20210119,   24,    0
  257,20210120,    1,    0
  257,20210120,    2,    0
  257,20210120,    3,    0
  257,20210120,    4,    0
  257,20210120,    5,    0
  257,20210120,    6,    1
  257,20210120,    7,   -1
  257,20210120,    8,    0
  257,20210120,    9,    0
  257,20210120,   10,    0
  257,20210120,   11,    0
  257,20210120,   12,    0
  257,20210120,   13,    0
  257,20210120,   14,    0
  257,20210120,   15,    0
  257,20210120,   16,    0
  257,20210120,   17,    0
  257,20210120,   18,    0
  257,20210120,   19,    0
  257,20210120,   20,    0
  257,20210120,   21,    0
  257,20210120,   22,    0
  257,20210120,   23,    0
  257,20210120,   24,    0
  257,20210121,    1,    2
  257,20210121,    2,    1
  257,20210121,    3,    2
  257,20210121,    4,   13
  257,20210121,    5,    1
  257,20210121,    6,   -1
  257,20210121,    7,    0
  257,20210121,    8,    0
  257,20210121,    9,    0
  257,20210121,   10,    0
  257,20210121,   11,    0
  257,20210121,   12,    0
  257,20210121,   13,    0
  257,20210121,   14,    0
  257,20210121,   15,    0
  257,20210121,   16,    0
  257,20210121,   17,    0
  257,20210121,   18,    0
  257,20210121,   19,    0
  257,20210121,   20,    3
  257,20210121,   21,    4
  257,20210121,   22,    5
  257,20210121,   23,   12
  257,20210121,   24,    6
  257,20210122,    1,    7
  257,20210122,    2,   -1
  257,20210122,    3,    0
  257,20210122,    4,    0
  257,20210122,    5,    0
  257,20210122,    6,    0
  257,20210122,    7,    0
  257,20210122,    8,    0
  257,20210122,    9,    0
  257,20210122,   10,    0
  257,20210122,   11,    0
  257,20210122,   12,    0
  257,20210122,   13,    0
  257,20210122,   14,    0
  257,20210122,   15,    0
  257,20210122,   16,    0
  257,20210122,   17,    0
  257,20210122,   18,    0
  257,20210122,   19,    0
  257,20210122,   20,    0
  257,20210122,   21,    0
  257,20210122,   22,    0
  257,20210122,   23,    0
  257,20210122,   24,    0
  257,20210123,    1,    0
  257,20210123,    2,    0
  257,20210123,    3,    3
  257,20210123,    4,    1
  257,20210123,    5,    4
  257,20210123,    6,    4
  257,20210123,    7,    9
  257,20210123,    8,   -1
  257,20210123,    9,    0
  257,20210123,   10,    0
  257,20210123,   11,    1
  257,20210123,   12,    0
  257,20210123,   13,    0
  257,20210123,   14,    0
  257,20210123,   15,    0
  257,20210123,   16,    0
  257,20210123,   17,    0
  257,20210123,   18,    0
  257,20210123,   19,    0
  257,20210123,   20,    0
  257,20210123,   21,    0
  257,20210123,   22,    0
  257,20210123,   23,    0
  257,20210123,   24,    0
  257,20210124,    1,    0
  257,20210124,    2,    0
  257,20210124,    3,    0
  257,20210124,    4,    0
  257,20210124,    5,    0
  257,20210124,    6,    0
  257,20210124,    7,    0
  257,20210124,    8,    0
  257,20210124,    9,    0
  257,20210124,   10,    0
  257,20210124,   11,    0
  257,20210124,   12,    0
  257,20210124,   13,    0
  257,20210124,   14,    0
  257,20210124,   15,    0
  257,20210124,   16,    0
  257,20210124,   17,    0
  257,20210124,   18,    0
  257,20210124,   19,    0
  257,20210124,   20,    0
  257,20210124,   21,    0
  257,20210124,   22,    0
  257,20210124,   23,    0
  257,20210124,   24,    0
  257,20210125,    1,    0
  257,20210125,    2,    0
  257,20210125,    3,    0
  257,20210125,    4,    0
  257,20210125,    5,    0
  257,20210125,    6,    0
  257,20210125,    7,    0
  257,20210125,    8,    0
  257,20210125,    9,    0
  257,20210125,   10,    0
  257,20210125,   11,    0
  257,20210125,   12,    1
  257,20210125,   13,    0
  257,20210125,   14,    0
  257,20210125,   15,    0
  257,20210125,   16,    0
  257,20210125,   17,    2
  257,20210125,   18,    5
  257,20210125,   19,    2
  257,20210125,   20,    0
  257,20210125,   21,   -1
  257,20210125,   22,   -1
  257,20210125,   23,    2
  257,20210125,   24,    0
  257,20210126,    1,    0
  257,20210126,    2,    0
  257,20210126,    3,    0
  257,20210126,    4,    0
  257,20210126,    5,    1
  257,20210126,    6,    3
  257,20210126,    7,    0
  257,20210126,    8,    0
  257,20210126,    9,    0
  257,20210126,   10,    0
  257,20210126,   11,    0
  257,20210126,   12,   -1
  257,20210126,   13,    0
  257,20210126,   14,    0
  257,20210126,   15,    0
  257,20210126,   16,    0
  257,20210126,   17,    0
  257,20210126,   18,    0
  257,20210126,   19,    0
  257,20210126,   20,    0
  257,20210126,   21,    0
  257,20210126,   22,    0
  257,20210126,   23,    0
  257,20210126,   24,    0
  257,20210127,    1,    0
  257,20210127,    2,    0
  257,20210127,    3,    0
  257,20210127,    4,    1
  257,20210127,    5,    1
  257,20210127,    6,    3
  257,20210127,    7,    0
  257,20210127,    8,   -1
  257,20210127,    9,    2
  257,20210127,   10,    0
  257,20210127,   11,    0
  257,20210127,   12,    0
  257,20210127,   13,    0
  257,20210127,   14,    0
  257,20210127,   15,    0
  257,20210127,   16,    0
  257,20210127,   17,    0
  257,20210127,   18,    0
  257,20210127,   19,    0
  257,20210127,   20,    0
  257,20210127,   21,    0
  257,20210127,   22,    0
  257,20210127,   23,    0
  257,20210127,   24,    0
  257,20210128,    1,    0
  257,20210128,    2,    0
  257,20210128,    3,    0
  257,20210128,    4,    0
  257,20210128,    5,    0
  257,20210128,    6,    2
  257,20210128,    7,   19
  257,20210128,    8,   14
  257,20210128,    9,   15
  257,20210128,   10,   15
  257,20210128,   11,   11
  257,20210128,   12,    8
  257,20210128,   13,    6
  257,20210128,   14,    2
  257,20210128,   15,    0
  257,20210128,   16,    0
  257,20210128,   17,    0
  257,20210128,   18,    0
  257,20210128,   19,    0
  257,20210128,   20,    0
  257,20210128,   21,   -1
  257,20210128,   22,    2
  257,20210128,   23,    6
  257,20210128,   24,   -1
  257,20210129,    1,    0
  257,20210129,    2,    1
  257,20210129,    3,    6
  257,20210129,    4,   12
  257,20210129,    5,   15
  257,20210129,    6,   21
  257,20210129,    7,   31
  257,20210129,    8,   19
  257,20210129,    9,   -1
  257,20210129,   10,    0
  257,20210129,   11,    0
  257,20210129,   12,    0
  257,20210129,   13,    0
  257,20210129,   14,    0
  257,20210129,   15,    0
  257,20210129,   16,    0
  257,20210129,   17,    0
  257,20210129,   18,    0
  257,20210129,   19,    0
  257,20210129,   20,    0
  257,20210129,   21,    0
  257,20210129,   22,    0
  257,20210129,   23,    0
  257,20210129,   24,    0
  257,20210130,    1,    0
  257,20210130,    2,    0
  257,20210130,    3,    0
  257,20210130,    4,    0
  257,20210130,    5,    0
  257,20210130,    6,    0
  257,20210130,    7,    0
  257,20210130,    8,    0
  257,20210130,    9,    0
  257,20210130,   10,    0
  257,20210130,   11,    0
  257,20210130,   12,    0
  257,20210130,   13,    0
  257,20210130,   14,    0
  257,20210130,   15,    0
  257,20210130,   16,    0
  257,20210130,   17,    0
  257,20210130,   18,    0
  257,20210130,   19,    0
  257,20210130,   20,    0
  257,20210130,   21,    0
  257,20210130,   22,    0
  257,20210130,   23,    0
  257,20210130,   24,    0
  257,20210131,    1,    0
  257,20210131,    2,    0
  257,20210131,    3,    0
  257,20210131,    4,    0
  257,20210131,    5,    0
  257,20210131,    6,    0
  257,20210131,    7,    0
  257,20210131,    8,    0
  257,20210131,    9,    0
  257,20210131,   10,    0
  257,20210131,   11,    0
  257,20210131,   12,    0
  257,20210131,   13,    0
  257,20210131,   14,    0
  257,20210131,   15,    0
  257,20210131,   16,    0
  257,20210131,   17,    0
  257,20210131,   18,    0
  257,20210131,   19,    0
  257,20210131,   20,    0
  257,20210131,   21,    0
  257,20210131,   22,    0
  257,20210131,   23,    0
  257,20210131,   24,    0
  257,20210201,    1,    0
  257,20210201,    2,    1
  257,20210201,    3,    1
  257,20210201,    4,    3
  257,20210201,    5,    5
  257,20210201,    6,    4
  257,20210201,    7,    5
  257,20210201,    8,    4
  257,20210201,    9,    1
  257,20210201,   10,    0
  257,20210201,   11,    0
  257,20210201,   12,    0
  257,20210201,   13,    0
  257,20210201,   14,    0
  257,20210201,   15,    0
  257,20210201,   16,    0
  257,20210201,   17,    0
  257,20210201,   18,    0
  257,20210201,   19,    0
  257,20210201,   20,    0
  257,20210201,   21,    0
  257,20210201,   22,    0
  257,20210201,   23,    0
  257,20210201,   24,    0
  257,20210202,    1,    0
  257,20210202,    2,    0
  257,20210202,    3,    0
  257,20210202,    4,    0
  257,20210202,    5,    0
  257,20210202,    6,    0
  257,20210202,    7,   -1
  257,20210202,    8,    1
  257,20210202,    9,    1
  257,20210202,   10,    2
  257,20210202,   11,    2
  257,20210202,   12,    2
  257,20210202,   13,   -1
  257,20210202,   14,    2
  257,20210202,   15,   -1
  257,20210202,   16,    0
  257,20210202,   17,    1
  257,20210202,   18,   -1
  257,20210202,   19,    2
  257,20210202,   20,   12
  257,20210202,   21,   -1
  257,20210202,   22,    0
  257,20210202,   23,    0
  257,20210202,   24,   21
  257,20210203,    1,   15
  257,20210203,    2,    0
  257,20210203,    3,    0
  257,20210203,    4,    0
  257,20210203,    5,    0
  257,20210203,    6,    0
  257,20210203,    7,    0
  257,20210203,    8,    0
  257,20210203,    9,    0
  257,20210203,   10,    0
  257,20210203,   11,    0
  257,20210203,   12,    1
  257,20210203,   13,   14
  257,20210203,   14,   21
  257,20210203,   15,    8
  257,20210203,   16,   12
  257,20210203,   17,    2
  257,20210203,   18,   -1
  257,20210203,   19,    0
  257,20210203,   20,    0
  257,20210203,   21,    0
  257,20210203,   22,    0
  257,20210203,   23,    0
  257,20210203,   24,    0
  257,20210204,    1,    0
  257,20210204,    2,    0
  257,20210204,    3,    0
  257,20210204,    4,    0
  257,20210204,    5,    0
  257,20210204,    6,    0
  257,20210204,    7,    0
  257,20210204,    8,    0
  257,20210204,    9,    0
  257,20210204,   10,    0
  257,20210204,   11,    0
  257,20210204,   12,    0
  257,20210204,   13,    0
  257,20210204,   14,    0
  257,20210204,   15,    0
  257,20210204,   16,    0
  257,20210204,   17,    0
  257,20210204,   18,    0
  257,20210204,   19,    0
  257,20210204,   20,    0
  257,20210204,   21,    0
  257,20210204,   22,   -1
  257,20210204,   23,    2
  257,20210204,   24,    1
  257,20210205,    1,    0
  257,20210205,    2,    0
  257,20210205,    3,    0
  257,20210205,    4,    0
  257,20210205,    5,    0
  257,20210205,    6,    1
  257,20210205,    7,    0
  257,20210205,    8,    1
  257,20210205,    9,   -1
  257,20210205,   10,    0
  257,20210205,   11,    0
  257,20210205,   12,    0
  257,20210205,   13,    0
  257,20210205,   14,    0
  257,20210205,   15,    0
  257,20210205,   16,   11
  257,20210205,   17,    2
  257,20210205,   18,    0
  257,20210205,   19,    0
  257,20210205,   20,    0
  257,20210205,   21,   -1
  257,20210205,   22,    0
  257,20210205,   23,    0
  257,20210205,   24,    0
  257,20210206,    1,    0
  257,20210206,    2,    0
  257,20210206,    3,    0
  257,20210206,    4,    0
  257,20210206,    5,    0
  257,20210206,    6,    0
  257,20210206,    7,    0
  257,20210206,    8,    0
  257,20210206,    9,    0
  257,20210206,   10,    0
  257,20210206,   11,    1
  257,20210206,   12,    2
  257,20210206,   13,    0
  257,20210206,   14,    0
  257,20210206,   15,    0
  257,20210206,   16,    0
  257,20210206,   17,    0
  257,20210206,   18,    0
  257,20210206,   19,    0
  257,20210206,   20,    0
  257,20210206,   21,    0
  257,20210206,   22,    0
  257,20210206,   23,    4
  257,20210206,   24,    2
  257,20210207,    1,    9
  257,20210207,    2,   12
  257,20210207,    3,    7
  257,20210207,    4,    7
  257,20210207,    5,    7
  257,20210207,    6,   13
  257,20210207,    7,    8
  257,20210207,    8,    3
  257,20210207,    9,    1
  257,20210207,   10,    1
  257,20210207,   11,   -1
  257,20210207,   12,   -1
  257,20210207,   13,    0
  257,20210207,   14,    2
  257,20210207,   15,    2
  257,20210207,   16,    3
  257,20210207,   17,    2
  257,20210207,   18,    1
  257,20210207,   19,    1
  257,20210207,   20,   -1
  257,20210207,   21,    0
  257,20210207,   22,    0
  257,20210207,   23,   -1
  257,20210207,   24,   -1
  257,20210208,    1,   -1
  257,20210208,    2,   -1
  257,20210208,    3,    0
  257,20210208,    4,    0
  257,20210208,    5,    0
  257,20210208,    6,    0
  257,20210208,    7,    0
  257,20210208,    8,    0
  257,20210208,    9,    0
  257,20210208,   10,    1
  257,20210208,   11,    3
  257,20210208,   12,    3
  257,20210208,   13,    2
  257,20210208,   14,   -1
  257,20210208,   15,    1
  257,20210208,   16,    1
  257,20210208,   17,    0
  257,20210208,   18,    0
  257,20210208,   19,    0
  257,20210208,   20,    0
  257,20210208,   21,    0
  257,20210208,   22,    0
  257,20210208,   23,    0
  257,20210208,   24,    0
  257,20210209,    1,    0
  257,20210209,    2,    0
  257,20210209,    3,    0
  257,20210209,    4,    0
  257,20210209,    5,    0
  257,20210209,    6,    0
  257,20210209,    7,    0
  257,20210209,    8,    0
  257,20210209,    9,    0
  257,20210209,   10,    0
  257,20210209,   11,    0
  257,20210209,   12,    0
  257,20210209,   13,    0
  257,20210209,   14,    0
  257,20210209,   15,    0
  257,20210209,   16,    0
  257,20210209,   17,    0
  257,20210209,   18,    0
  257,20210209,   19,    0
  257,20210209,   20,    0
  257,20210209,   21,    0
  257,20210209,   22,    0
  257,20210209,   23,    0
  257,20210209,   24,    0
  257,20210210,    1,    0
  257,20210210,    2,    0
  257,20210210,    3,    0
  257,20210210,    4,    0
  257,20210210,    5,    0
  257,20210210,    6,    0
  257,20210210,    7,    0
  257,20210210,    8,    0
  257,20210210,    9,    0
  257,20210210,   10,    0
  257,20210210,   11,    0
  257,20210210,   12,    0
  257,20210210,   13,    0
  257,20210210,   14,    0
  257,20210210,   15,    0
  257,20210210,   16,    0
  257,20210210,   17,    0
  257,20210210,   18,    0
  257,20210210,   19,    0
  257,20210210,   20,    0
  257,20210210,   21,    0
  257,20210210,   22,    0
  257,20210210,   23,    0
  257,20210210,   24,    0
  257,20210211,    1,    0
  257,20210211,    2,    0
  257,20210211,    3,    0
  257,20210211,    4,    0
  257,20210211,    5,    0
  257,20210211,    6,    0
  257,20210211,    7,    0
  257,20210211,    8,    0
  257,20210211,    9,    0
  257,20210211,   10,    0
  257,20210211,   11,    0
  257,20210211,   12,    0
  257,20210211,   13,    0
  257,20210211,   14,    0
  257,20210211,   15,    0
  257,20210211,   16,    0
  257,20210211,   17,    0
  257,20210211,   18,    0
  257,20210211,   19,    0
  257,20210211,   20,    0
  257,20210211,   21,    0
  257,20210211,   22,    0
  257,20210211,   23,    0
  257,20210211,   24,    0
  257,20210212,    1,    0
  257,20210212,    2,    0
  257,20210212,    3,    0
  257,20210212,    4,    0
  257,20210212,    5,    0
  257,20210212,    6,    0
  257,20210212,    7,    0
  257,20210212,    8,    0
  257,20210212,    9,    0
  257,20210212,   10,    0
  257,20210212,   11,    0
  257,20210212,   12,    0
  257,20210212,   13,    0
  257,20210212,   14,    0
  257,20210212,   15,    0
  257,20210212,   16,    0
  257,20210212,   17,    0
  257,20210212,   18,    0
