object_id;description;well_covering_project_code;result_timestamp;water_level;water_level_unit
5361029;PB1.03 (Rockflow);215231;26-6-2021 15:59;-1.102;m (NAP)
5361029;PB1.03 (Rockflow);215231;26-6-2021 16:59;-1.069;m (NAP)
5361029;PB1.03 (Rockflow);215231;26-6-2021 17:59;-1.056;m (NAP)
5361029;PB1.03 (Rockflow);215231;26-6-2021 18:59;-1.056;m (NAP)
5361029;PB1.03 (Rockflow);215231;26-6-2021 19:59;-1.051;m (NAP)
5361029;PB1.03 (Rockflow);215231;26-6-2021 20:59;-1.05;m (NAP)
5361029;PB1.03 (Rockflow);215231;26-6-2021 21:59;-1.047;m (NAP)
5361029;PB1.03 (Rockflow);215231;26-6-2021 22:59;-1.046;m (NAP)
5361029;PB1.03 (Rockflow);215231;26-6-2021 23:59;-1.045;m (NAP)
5361029;PB1.03 (Rockflow);215231;27-6-2021 00:59;-1.042;m (NAP)
5361029;PB1.03 (Rockflow);215231;27-6-2021 01:59;-1.044;m (NAP)
5361029;PB1.03 (Rockflow);215231;27-6-2021 02:59;-1.041;m (NAP)
5361029;PB1.03 (Rockflow);215231;27-6-2021 03:59;-1.041;m (NAP)
5361029;PB1.03 (Rockflow);215231;27-6-2021 04:59;-1.038;m (NAP)
5361029;PB1.03 (Rockflow);215231;27-6-2021 05:59;-1.037;m (NAP)
5361029;PB1.03 (Rockflow);215231;27-6-2021 06:59;-1.036;m (NAP)
5361029;PB1.03 (Rockflow);215231;27-6-2021 07:59;-1.038;m (NAP)
5361029;PB1.03 (Rockflow);215231;27-6-2021 08:59;-1.04;m (NAP)
5361029;PB1.03 (Rockflow);215231;27-6-2021 09:59;-1.04;m (NAP)
5361029;PB1.03 (Rockflow);215231;27-6-2021 10:59;-1.033;m (NAP)
5361029;PB1.03 (Rockflow);215231;27-6-2021 12:00;-1.04;m (NAP)
5361029;PB1.03 (Rockflow);215231;27-6-2021 12:59;-1.041;m (NAP)
5361029;PB1.03 (Rockflow);215231;27-6-2021 13:59;-1.04;m (NAP)
5361029;PB1.03 (Rockflow);215231;27-6-2021 14:59;-1.036;m (NAP)
5361029;PB1.03 (Rockflow);215231;27-6-2021 15:59;-1.037;m (NAP)
5361029;PB1.03 (Rockflow);215231;27-6-2021 16:59;-1.032;m (NAP)
5361029;PB1.03 (Rockflow);215231;27-6-2021 17:59;-1.037;m (NAP)
5361029;PB1.03 (Rockflow);215231;27-6-2021 18:59;-1.032;m (NAP)
5361029;PB1.03 (Rockflow);215231;27-6-2021 19:59;-1.034;m (NAP)
5361029;PB1.03 (Rockflow);215231;27-6-2021 20:59;-1.035;m (NAP)
5361029;PB1.03 (Rockflow);215231;27-6-2021 21:59;-1.031;m (NAP)
5361029;PB1.03 (Rockflow);215231;27-6-2021 22:59;-1.035;m (NAP)
5361029;PB1.03 (Rockflow);215231;27-6-2021 23:59;-1.036;m (NAP)
5361029;PB1.03 (Rockflow);215231;28-6-2021 00:59;-1.034;m (NAP)
5361029;PB1.03 (Rockflow);215231;28-6-2021 01:59;-1.036;m (NAP)
5361029;PB1.03 (Rockflow);215231;28-6-2021 02:59;-1.036;m (NAP)
5361029;PB1.03 (Rockflow);215231;28-6-2021 03:59;-1.03;m (NAP)
5361029;PB1.03 (Rockflow);215231;28-6-2021 04:59;-1.035;m (NAP)
5361029;PB1.03 (Rockflow);215231;28-6-2021 05:59;-1.036;m (NAP)
5361029;PB1.03 (Rockflow);215231;28-6-2021 06:59;-1.036;m (NAP)
5361029;PB1.03 (Rockflow);215231;28-6-2021 07:59;-1.033;m (NAP)
5361029;PB1.03 (Rockflow);215231;28-6-2021 08:59;-1.037;m (NAP)
5361029;PB1.03 (Rockflow);215231;28-6-2021 09:59;-1.039;m (NAP)
5361029;PB1.03 (Rockflow);215231;28-6-2021 10:59;-1.041;m (NAP)
5361029;PB1.03 (Rockflow);215231;28-6-2021 11:59;-1.04;m (NAP)
5361029;PB1.03 (Rockflow);215231;28-6-2021 12:59;-1.039;m (NAP)
5361029;PB1.03 (Rockflow);215231;28-6-2021 13:59;-1.037;m (NAP)
5361029;PB1.03 (Rockflow);215231;28-6-2021 14:59;-1.043;m (NAP)
5361029;PB1.03 (Rockflow);215231;28-6-2021 15:59;-1.041;m (NAP)
5361029;PB1.03 (Rockflow);215231;28-6-2021 16:59;-1.042;m (NAP)
5361029;PB1.03 (Rockflow);215231;28-6-2021 17:59;-1.045;m (NAP)
5361029;PB1.03 (Rockflow);215231;28-6-2021 18:59;-1.042;m (NAP)
5361029;PB1.03 (Rockflow);215231;28-6-2021 19:59;-1.044;m (NAP)
5361029;PB1.03 (Rockflow);215231;28-6-2021 20:59;-1.047;m (NAP)
5361029;PB1.03 (Rockflow);215231;28-6-2021 21:59;-1.048;m (NAP)
5361029;PB1.03 (Rockflow);215231;28-6-2021 22:59;-1.05;m (NAP)
5361029;PB1.03 (Rockflow);215231;28-6-2021 23:59;-1.047;m (NAP)
5361029;PB1.03 (Rockflow);215231;29-6-2021 00:59;-1.052;m (NAP)
5361029;PB1.03 (Rockflow);215231;29-6-2021 01:59;-1.046;m (NAP)
5361029;PB1.03 (Rockflow);215231;29-6-2021 02:59;-1.052;m (NAP)
5361029;PB1.03 (Rockflow);215231;29-6-2021 03:59;-1.053;m (NAP)
5361029;PB1.03 (Rockflow);215231;29-6-2021 04:59;-1.049;m (NAP)
5361029;PB1.03 (Rockflow);215231;29-6-2021 05:59;-1.053;m (NAP)
5361029;PB1.03 (Rockflow);215231;29-6-2021 06:59;-1.059;m (NAP)
5361029;PB1.03 (Rockflow);215231;29-6-2021 07:59;-1.055;m (NAP)
5361029;PB1.03 (Rockflow);215231;29-6-2021 08:59;-1.058;m (NAP)
5361029;PB1.03 (Rockflow);215231;29-6-2021 09:59;-1.063;m (NAP)
5361029;PB1.03 (Rockflow);215231;29-6-2021 10:59;-1.054;m (NAP)
5361029;PB1.03 (Rockflow);215231;29-6-2021 12:00;-1.062;m (NAP)
5361029;PB1.03 (Rockflow);215231;29-6-2021 12:59;-1.062;m (NAP)
5361029;PB1.03 (Rockflow);215231;29-6-2021 13:59;-1.065;m (NAP)
5361029;PB1.03 (Rockflow);215231;29-6-2021 14:59;-1.067;m (NAP)
5361029;PB1.03 (Rockflow);215231;29-6-2021 15:59;-1.07;m (NAP)
5361029;PB1.03 (Rockflow);215231;29-6-2021 16:59;-1.067;m (NAP)
5361029;PB1.03 (Rockflow);215231;29-6-2021 17:59;-1.073;m (NAP)
5361029;PB1.03 (Rockflow);215231;29-6-2021 18:59;-1.064;m (NAP)
5361029;PB1.03 (Rockflow);215231;29-6-2021 19:59;-1.068;m (NAP)
5361029;PB1.03 (Rockflow);215231;29-6-2021 20:59;-1.074;m (NAP)
5361029;PB1.03 (Rockflow);215231;29-6-2021 21:59;-1.076;m (NAP)
5361029;PB1.03 (Rockflow);215231;29-6-2021 22:59;-1.076;m (NAP)
5361029;PB1.03 (Rockflow);215231;29-6-2021 23:59;-1.052;m (NAP)
5361029;PB1.03 (Rockflow);215231;30-6-2021 00:59;-1.062;m (NAP)
5361029;PB1.03 (Rockflow);215231;30-6-2021 01:59;-1.064;m (NAP)
5361029;PB1.03 (Rockflow);215231;30-6-2021 02:59;-1.062;m (NAP)
5361029;PB1.03 (Rockflow);215231;30-6-2021 03:59;-1.056;m (NAP)
5361029;PB1.03 (Rockflow);215231;30-6-2021 04:59;-1.058;m (NAP)
5361029;PB1.03 (Rockflow);215231;30-6-2021 05:59;-1.06;m (NAP)
5361029;PB1.03 (Rockflow);215231;30-6-2021 06:59;-1.06;m (NAP)
5361029;PB1.03 (Rockflow);215231;30-6-2021 07:59;-1.06;m (NAP)
5361029;PB1.03 (Rockflow);215231;30-6-2021 08:59;-1.058;m (NAP)
5361029;PB1.03 (Rockflow);215231;30-6-2021 09:59;-1.064;m (NAP)
5361029;PB1.03 (Rockflow);215231;30-6-2021 10:59;-1.065;m (NAP)
5361029;PB1.03 (Rockflow);215231;30-6-2021 11:59;-1.067;m (NAP)
5361029;PB1.03 (Rockflow);215231;30-6-2021 12:59;-1.064;m (NAP)
5361029;PB1.03 (Rockflow);215231;30-6-2021 13:59;-1.068;m (NAP)
5361029;PB1.03 (Rockflow);215231;30-6-2021 14:59;-1.065;m (NAP)
5361029;PB1.03 (Rockflow);215231;30-6-2021 15:59;-1.051;m (NAP)
5361029;PB1.03 (Rockflow);215231;30-6-2021 16:59;-1.045;m (NAP)
5361029;PB1.03 (Rockflow);215231;30-6-2021 17:59;-1.05;m (NAP)
5361029;PB1.03 (Rockflow);215231;30-6-2021 18:59;-1.043;m (NAP)
5361029;PB1.03 (Rockflow);215231;30-6-2021 19:59;-1.048;m (NAP)
5361029;PB1.03 (Rockflow);215231;30-6-2021 20:59;-1.049;m (NAP)
5361029;PB1.03 (Rockflow);215231;30-6-2021 21:59;-1.045;m (NAP)
5361029;PB1.03 (Rockflow);215231;30-6-2021 22:59;-1.046;m (NAP)
5361029;PB1.03 (Rockflow);215231;30-6-2021 23:59;-1.046;m (NAP)
5361029;PB1.03 (Rockflow);215231;1-7-2021 00:59;-1.047;m (NAP)
5361029;PB1.03 (Rockflow);215231;1-7-2021 01:59;-1.046;m (NAP)
5361029;PB1.03 (Rockflow);215231;1-7-2021 02:59;-1.047;m (NAP)
5361029;PB1.03 (Rockflow);215231;1-7-2021 03:59;-1.041;m (NAP)
5361029;PB1.03 (Rockflow);215231;1-7-2021 04:59;-1.043;m (NAP)
5361029;PB1.03 (Rockflow);215231;1-7-2021 05:59;-1.048;m (NAP)
5361029;PB1.03 (Rockflow);215231;1-7-2021 06:59;-1.045;m (NAP)
5361029;PB1.03 (Rockflow);215231;1-7-2021 07:59;-1.047;m (NAP)
5361029;PB1.03 (Rockflow);215231;1-7-2021 08:59;-1.052;m (NAP)
5361029;PB1.03 (Rockflow);215231;1-7-2021 09:59;-1.042;m (NAP)
5361029;PB1.03 (Rockflow);215231;1-7-2021 10:59;-1.051;m (NAP)
5361029;PB1.03 (Rockflow);215231;1-7-2021 12:00;-1.05;m (NAP)
5361029;PB1.03 (Rockflow);215231;1-7-2021 12:59;-1.054;m (NAP)
5361029;PB1.03 (Rockflow);215231;1-7-2021 13:59;-1.054;m (NAP)
5361029;PB1.03 (Rockflow);215231;1-7-2021 14:59;-1.055;m (NAP)
5361029;PB1.03 (Rockflow);215231;1-7-2021 15:59;-1.057;m (NAP)
5361029;PB1.03 (Rockflow);215231;1-7-2021 16:59;-1.058;m (NAP)
5361029;PB1.03 (Rockflow);215231;1-7-2021 17:59;-1.06;m (NAP)
5361029;PB1.03 (Rockflow);215231;1-7-2021 18:59;-1.061;m (NAP)
5361029;PB1.03 (Rockflow);215231;1-7-2021 19:59;-1.061;m (NAP)
5361029;PB1.03 (Rockflow);215231;1-7-2021 20:59;-1.067;m (NAP)
5361029;PB1.03 (Rockflow);215231;1-7-2021 21:59;-1.067;m (NAP)
5361029;PB1.03 (Rockflow);215231;1-7-2021 22:59;-1.068;m (NAP)
5361029;PB1.03 (Rockflow);215231;1-7-2021 23:59;-1.07;m (NAP)
5361029;PB1.03 (Rockflow);215231;2-7-2021 00:59;-1.069;m (NAP)
